Time,RSRP,RSRQ,MCS,CQI,Throughput,Delay
0.051,0.0,0.0,0,0,0.0,0.0
0.052,0.0,0.0,0,0,0.0,0.0
0.053,0.0,0.0,0,0,0.0,0.0
0.054,0.0,0.0,0,0,0.0,0.0
0.055,0.0,0.0,0,0,0.0,0.0
0.056,0.0,0.0,0,0,0.0,0.0
0.057,0.0,0.0,0,0,0.0,0.0
0.058,0.0,0.0,0,0,0.0,0.0
0.059,0.0,0.0,0,0,0.0,0.0
0.06,0.0,0.0,0,0,0.0,0.0
0.061,0.0,0.0,0,0,0.0,0.0
0.062,0.0,0.0,0,0,0.0,0.0
0.063,0.0,0.0,0,0,0.0,0.0
0.064,0.0,0.0,0,0,0.0,0.0
0.065,0.0,0.0,0,0,0.0,0.0
0.066,0.0,0.0,0,0,0.0,0.0
0.067,0.0,0.0,0,0,0.0,0.0
0.068,0.0,0.0,0,0,0.0,0.0
0.069,0.0,0.0,0,0,0.0,0.0
0.07,0.0,0.0,0,0,0.0,0.0
0.071,0.0,0.0,0,0,0.0,0.0
0.072,0.0,0.0,0,0,0.0,0.0
0.073,0.0,0.0,0,0,0.0,0.0
0.074,0.0,0.0,0,0,0.0,0.0
0.075,0.0,0.0,0,0,0.0,0.0
0.076,0.0,0.0,0,0,0.0,0.0
0.077,0.0,0.0,0,0,0.0,0.0
0.078,0.0,0.0,0,0,0.0,0.0
0.079,0.0,0.0,0,0,0.0,0.0
0.08,0.0,0.0,0,0,0.0,0.0
0.081,0.0,0.0,0,0,0.0,0.0
0.082,0.0,0.0,0,0,0.0,0.0
0.083,0.0,0.0,0,0,0.0,0.0
0.084,0.0,0.0,0,0,0.0,0.0
0.085,0.0,0.0,0,0,0.0,0.0
0.086,0.0,0.0,0,0,0.0,0.0
0.087,0.0,0.0,0,0,0.0,0.0
0.088,0.0,0.0,0,0,0.0,0.0
0.089,0.0,0.0,0,0,0.0,0.0
0.09,0.0,0.0,0,0,0.0,0.0
0.091,0.0,0.0,0,0,0.0,0.0
0.092,0.0,0.0,0,0,0.0,0.0
0.093,0.0,0.0,0,0,0.0,0.0
0.094,0.0,0.0,0,0,0.0,0.0
0.095,0.0,0.0,0,0,0.0,0.0
0.096,0.0,0.0,0,0,0.0,0.0
0.097,0.0,0.0,0,0,0.0,0.0
0.098,0.0,0.0,0,0,0.0,0.0
0.099,0.0,0.0,0,0,0.0,0.0
0.1,0.0,0.0,0,0,0.0,0.0
0.101,0.0,0.0,0,0,0.0,0.0
0.102,0.0,0.0,0,0,0.0,0.0
0.103,0.0,0.0,0,0,0.0,0.0
0.104,0.0,0.0,0,0,0.0,0.0
0.105,0.0,0.0,0,0,0.0,0.0
0.106,0.0,0.0,0,0,0.0,0.0
0.107,0.0,0.0,0,0,0.0,0.0
0.108,0.0,0.0,0,0,0.0,0.0
0.109,0.0,0.0,0,0,0.0,0.0
0.11,0.0,0.0,0,0,0.0,0.0
0.111,0.0,0.0,0,0,0.0,0.0
0.112,0.0,0.0,0,0,0.0,0.0
0.113,0.0,0.0,0,0,0.0,0.0
0.114,0.0,0.0,0,0,0.0,0.0
0.115,0.0,0.0,0,0,0.0,0.0
0.116,0.0,0.0,0,0,0.0,0.0
0.117,0.0,0.0,0,0,0.0,0.0
0.118,0.0,0.0,0,0,0.0,0.0
0.119,0.0,0.0,0,0,0.0,0.0
0.12,0.0,0.0,0,0,0.0,0.0
0.121,0.0,0.0,0,0,0.0,0.0
0.122,0.0,0.0,0,0,0.0,0.0
0.123,0.0,0.0,0,0,0.0,0.0
0.124,0.0,0.0,0,0,0.0,0.0
0.125,0.0,0.0,0,0,0.0,0.0
0.126,0.0,0.0,0,0,0.0,0.0
0.127,0.0,0.0,0,0,0.0,0.0
0.128,0.0,0.0,0,0,0.0,0.0
0.129,0.0,0.0,0,0,0.0,0.0
0.13,0.0,0.0,0,0,0.0,0.0
0.131,0.0,0.0,0,0,0.0,0.0
0.132,0.0,0.0,0,0,0.0,0.0
0.133,0.0,0.0,0,0,0.0,0.0
0.134,0.0,0.0,0,0,0.0,0.0
0.135,0.0,0.0,0,0,0.0,0.0
0.136,0.0,0.0,0,0,0.0,0.0
0.137,0.0,0.0,0,0,0.0,0.0
0.138,0.0,0.0,0,0,0.0,0.0
0.139,0.0,0.0,0,0,0.0,0.0
0.14,0.0,0.0,0,0,0.0,0.0
0.141,0.0,0.0,0,0,0.0,0.0
0.142,0.0,0.0,0,0,0.0,0.0
0.143,0.0,0.0,0,0,0.0,0.0
0.144,0.0,0.0,0,0,0.0,0.0
0.145,0.0,0.0,0,0,0.0,0.0
0.146,0.0,0.0,0,0,0.0,0.0
0.147,0.0,0.0,0,0,0.0,0.0
0.148,0.0,0.0,0,0,0.0,0.0
0.149,0.0,0.0,0,0,0.0,0.0
0.15,0.0,0.0,0,0,0.0,0.0
0.151,0.0,0.0,0,0,0.0,0.0
0.152,0.0,0.0,0,0,0.0,0.0
0.153,0.0,0.0,0,0,0.0,0.0
0.154,0.0,0.0,0,0,0.0,0.0
0.155,0.0,0.0,0,0,0.0,0.0
0.156,0.0,0.0,0,0,0.0,0.0
0.157,0.0,0.0,0,0,0.0,0.0
0.158,0.0,0.0,0,0,0.0,0.0
0.159,0.0,0.0,0,0,0.0,0.0
0.16,0.0,0.0,0,0,0.0,0.0
0.161,0.0,0.0,0,0,0.0,0.0
0.162,0.0,0.0,0,0,0.0,0.0
0.163,0.0,0.0,0,0,0.0,0.0
0.164,0.0,0.0,0,0,0.0,0.0
0.165,0.0,0.0,0,0,0.0,0.0
0.166,0.0,0.0,0,0,0.0,0.0
0.167,0.0,0.0,0,0,0.0,0.0
0.168,0.0,0.0,0,0,0.0,0.0
0.169,0.0,0.0,0,0,0.0,0.0
0.17,0.0,0.0,0,0,0.0,0.0
0.171,0.0,0.0,0,0,0.0,0.0
0.172,0.0,0.0,0,0,0.0,0.0
0.173,0.0,0.0,0,0,0.0,0.0
0.174,0.0,0.0,0,0,0.0,0.0
0.175,0.0,0.0,0,0,0.0,0.0
0.176,0.0,0.0,0,0,0.0,0.0
0.177,0.0,0.0,0,0,0.0,0.0
0.178,0.0,0.0,0,0,0.0,0.0
0.179,0.0,0.0,0,0,0.0,0.0
0.18,0.0,0.0,0,0,0.0,0.0
0.181,0.0,0.0,0,0,0.0,0.0
0.182,0.0,0.0,0,0,0.0,0.0
0.183,0.0,0.0,0,0,0.0,0.0
0.184,0.0,0.0,0,0,0.0,0.0
0.185,0.0,0.0,0,0,0.0,0.0
0.186,0.0,0.0,0,0,0.0,0.0
0.187,0.0,0.0,0,0,0.0,0.0
0.188,0.0,0.0,0,0,0.0,0.0
0.189,0.0,0.0,0,0,0.0,0.0
0.19,0.0,0.0,0,0,0.0,0.0
0.191,0.0,0.0,0,0,0.0,0.0
0.192,0.0,0.0,0,0,0.0,0.0
0.193,0.0,0.0,0,0,0.0,0.0
0.194,0.0,0.0,0,0,0.0,0.0
0.195,0.0,0.0,0,0,0.0,0.0
0.196,0.0,0.0,0,0,0.0,0.0
0.197,0.0,0.0,0,0,0.0,0.0
0.198,0.0,0.0,0,0,0.0,0.0
0.199,0.0,0.0,0,0,0.0,0.0
0.2,-161.089,-40.8607,0,0,0.0,0.0
0.201,-161.089,-40.8607,0,0,0.0,0.0
0.202,-161.089,-40.8607,0,0,0.0,0.0
0.203,-161.089,-40.8607,0,0,0.0,0.0
0.204,-161.089,-40.8607,0,0,0.0,0.0
0.205,-161.089,-40.8607,0,0,0.0,0.0
0.206,-161.089,-40.8607,0,0,0.0,0.0
0.207,-161.089,-40.8607,0,0,0.0,0.0
0.208,-161.089,-40.8607,0,0,0.0,0.0
0.209,-161.089,-40.8607,0,0,0.0,0.0
0.21,-161.089,-40.8607,0,0,0.0,0.0
0.211,-161.089,-40.8607,0,0,0.0,0.0
0.212,-161.089,-40.8607,0,0,0.0,0.0
0.213,-161.089,-40.8607,0,0,0.0,0.0
0.214,-161.089,-40.8607,0,0,0.0,0.0
0.215,-161.089,-40.8607,0,0,0.0,0.0
0.216,-161.089,-40.8607,0,0,0.0,0.0
0.217,-161.089,-40.8607,0,0,0.0,0.0
0.218,-161.089,-40.8607,0,0,0.0,0.0
0.219,-161.089,-40.8607,0,0,0.0,0.0
0.22,-161.089,-40.8607,0,0,0.0,0.0
0.221,-161.089,-40.8607,0,0,0.0,0.0
0.222,-161.089,-40.8607,0,0,0.0,0.0
0.223,-161.089,-40.8607,0,0,0.0,0.0
0.224,-161.089,-40.8607,0,0,0.0,0.0
0.225,-161.089,-40.8607,0,0,0.0,0.0
0.226,-161.089,-40.8607,0,0,0.0,0.0
0.227,-161.089,-40.8607,0,0,0.0,0.0
0.228,-161.089,-40.8607,0,0,0.0,0.0
0.229,-161.089,-40.8607,0,0,0.0,0.0
0.23,-161.089,-40.8607,0,0,0.0,0.0
0.231,-161.089,-40.8607,0,0,0.0,0.0
0.232,-161.089,-40.8607,0,0,0.0,0.0
0.233,-161.089,-40.8607,0,0,0.0,0.0
0.234,-161.089,-40.8607,0,0,0.0,0.0
0.235,-161.089,-40.8607,0,0,0.0,0.0
0.236,-161.089,-40.8607,0,0,0.0,0.0
0.237,-161.089,-40.8607,0,0,0.0,0.0
0.238,-161.089,-40.8607,0,0,0.0,0.0
0.239,-161.089,-40.8607,0,0,0.0,0.0
0.24,-161.089,-40.8607,0,0,0.0,0.0
0.241,-161.089,-40.8607,0,0,0.0,0.0
0.242,-161.089,-40.8607,0,0,0.0,0.0
0.243,-161.089,-40.8607,0,0,0.0,0.0
0.244,-161.089,-40.8607,0,0,0.0,0.0
0.245,-161.089,-40.8607,0,0,0.0,0.0
0.246,-161.089,-40.8607,0,0,0.0,0.0
0.247,-161.089,-40.8607,0,0,0.0,0.0
0.248,-161.089,-40.8607,0,0,0.0,0.0
0.249,-161.089,-40.8607,0,0,0.0,0.0
0.25,-161.089,-40.8607,0,0,0.0,0.0
0.251,-161.089,-40.8607,0,0,0.0,0.0
0.252,-161.089,-40.8607,0,0,0.0,0.0
0.253,-161.089,-40.8607,0,0,0.0,0.0
0.254,-161.089,-40.8607,0,0,0.0,0.0
0.255,-161.089,-40.8607,0,0,0.0,0.0
0.256,-161.089,-40.8607,0,0,0.0,0.0
0.257,-161.089,-40.8607,0,0,0.0,0.0
0.258,-161.089,-40.8607,0,0,0.0,0.0
0.259,-161.089,-40.8607,0,0,0.0,0.0
0.26,-161.089,-40.8607,0,0,0.0,0.0
0.261,-161.089,-40.8607,0,0,0.0,0.0
0.262,-161.089,-40.8607,0,0,0.0,0.0
0.263,-161.089,-40.8607,0,0,0.0,0.0
0.264,-161.089,-40.8607,0,0,0.0,0.0
0.265,-161.089,-40.8607,0,0,0.0,0.0
0.266,-161.089,-40.8607,0,0,0.0,0.0
0.267,-161.089,-40.8607,0,0,0.0,0.0
0.268,-161.089,-40.8607,0,0,0.0,0.0
0.269,-161.089,-40.8607,0,0,0.0,0.0
0.27,-161.089,-40.8607,0,0,0.0,0.0
0.271,-161.089,-40.8607,0,0,0.0,0.0
0.272,-161.089,-40.8607,0,0,0.0,0.0
0.273,-161.089,-40.8607,0,0,0.0,0.0
0.274,-161.089,-40.8607,0,0,0.0,0.0
0.275,-161.089,-40.8607,0,0,0.0,0.0
0.276,-161.089,-40.8607,0,0,0.0,0.0
0.277,-161.089,-40.8607,0,0,0.0,0.0
0.278,-161.089,-40.8607,0,0,0.0,0.0
0.279,-161.089,-40.8607,0,0,0.0,0.0
0.28,-161.089,-40.8607,0,0,0.0,0.0
0.281,-161.089,-40.8607,0,0,0.0,0.0
0.282,-161.089,-40.8607,0,0,0.0,0.0
0.283,-161.089,-40.8607,0,0,0.0,0.0
0.284,-161.089,-40.8607,0,0,0.0,0.0
0.285,-161.089,-40.8607,0,0,0.0,0.0
0.286,-161.089,-40.8607,0,0,0.0,0.0
0.287,-161.089,-40.8607,0,0,0.0,0.0
0.288,-161.089,-40.8607,0,0,0.0,0.0
0.289,-161.089,-40.8607,0,0,0.0,0.0
0.29,-161.089,-40.8607,0,0,0.0,0.0
0.291,-161.089,-40.8607,0,0,0.0,0.0
0.292,-161.089,-40.8607,0,0,0.0,0.0
0.293,-161.089,-40.8607,0,0,0.0,0.0
0.294,-161.089,-40.8607,0,0,0.0,0.0
0.295,-161.089,-40.8607,0,0,0.0,0.0
0.296,-161.089,-40.8607,0,0,0.0,0.0
0.297,-161.089,-40.8607,0,0,0.0,0.0
0.298,-161.089,-40.8607,0,0,0.0,0.0
0.299,-161.089,-40.8607,0,0,0.0,0.0
0.3,-161.089,-40.8607,0,0,0.0,0.0
0.301,-161.089,-40.8607,0,0,0.0,0.0
0.302,-161.089,-40.8607,0,0,0.0,0.0
0.303,-161.089,-40.8607,0,0,0.0,0.0
0.304,-161.089,-40.8607,0,0,0.0,0.0
0.305,-161.089,-40.8607,0,0,0.0,0.0
0.306,-161.089,-40.8607,0,0,0.0,0.0
0.307,-161.089,-40.8607,0,0,0.0,0.0
0.308,-161.089,-40.8607,0,0,0.0,0.0
0.309,-161.089,-40.8607,0,0,0.0,0.0
0.31,-161.089,-40.8607,0,0,0.0,0.0
0.311,-161.089,-40.8607,0,0,0.0,0.0
0.312,-161.089,-40.8607,0,0,0.0,0.0
0.313,-161.089,-40.8607,0,0,0.0,0.0
0.314,-161.089,-40.8607,0,0,0.0,0.0
0.315,-161.089,-40.8607,0,0,0.0,0.0
0.316,-161.089,-40.8607,0,0,0.0,0.0
0.317,-161.089,-40.8607,0,0,0.0,0.0
0.318,-161.089,-40.8607,0,0,0.0,0.0
0.319,-161.089,-40.8607,0,0,0.0,0.0
0.32,-161.089,-40.8607,0,0,0.0,0.0
0.321,-161.089,-40.8607,0,0,0.0,0.0
0.322,-161.089,-40.8607,0,0,0.0,0.0
0.323,-161.089,-40.8607,0,0,0.0,0.0
0.324,-161.089,-40.8607,0,0,0.0,0.0
0.325,-161.089,-40.8607,0,0,0.0,0.0
0.326,-161.089,-40.8607,0,0,0.0,0.0
0.327,-161.089,-40.8607,0,0,0.0,0.0
0.328,-161.089,-40.8607,0,0,0.0,0.0
0.329,-161.089,-40.8607,0,0,0.0,0.0
0.33,-161.089,-40.8607,0,0,0.0,0.0
0.331,-161.089,-40.8607,0,0,0.0,0.0
0.332,-161.089,-40.8607,0,0,0.0,0.0
0.333,-161.089,-40.8607,0,0,0.0,0.0
0.334,-161.089,-40.8607,0,0,0.0,0.0
0.335,-161.089,-40.8607,0,0,0.0,0.0
0.336,-161.089,-40.8607,0,0,0.0,0.0
0.337,-161.089,-40.8607,0,0,0.0,0.0
0.338,-161.089,-40.8607,0,0,0.0,0.0
0.339,-161.089,-40.8607,0,0,0.0,0.0
0.34,-161.089,-40.8607,0,0,0.0,0.0
0.341,-161.089,-40.8607,0,0,0.0,0.0
0.342,-161.089,-40.8607,0,0,0.0,0.0
0.343,-161.089,-40.8607,0,0,0.0,0.0
0.344,-161.089,-40.8607,0,0,0.0,0.0
0.345,-161.089,-40.8607,0,0,0.0,0.0
0.346,-161.089,-40.8607,0,0,0.0,0.0
0.347,-161.089,-40.8607,0,0,0.0,0.0
0.348,-161.089,-40.8607,0,0,0.0,0.0
0.349,-161.089,-40.8607,0,0,0.0,0.0
0.35,-161.089,-40.8607,0,0,0.0,0.0
0.351,-161.089,-40.8607,0,0,0.0,0.0
0.352,-161.089,-40.8607,0,0,0.0,0.0
0.353,-161.089,-40.8607,0,0,0.0,0.0
0.354,-161.089,-40.8607,0,0,0.0,0.0
0.355,-161.089,-40.8607,0,0,0.0,0.0
0.356,-161.089,-40.8607,0,0,0.0,0.0
0.357,-161.089,-40.8607,0,0,0.0,0.0
0.358,-161.089,-40.8607,0,0,0.0,0.0
0.359,-161.089,-40.8607,0,0,0.0,0.0
0.36,-161.089,-40.8607,0,0,0.0,0.0
0.361,-161.089,-40.8607,0,0,0.0,0.0
0.362,-161.089,-40.8607,0,0,0.0,0.0
0.363,-161.089,-40.8607,0,0,0.0,0.0
0.364,-161.089,-40.8607,0,0,0.0,0.0
0.365,-161.089,-40.8607,0,0,0.0,0.0
0.366,-161.089,-40.8607,0,0,0.0,0.0
0.367,-161.089,-40.8607,0,0,0.0,0.0
0.368,-161.089,-40.8607,0,0,0.0,0.0
0.369,-161.089,-40.8607,0,0,0.0,0.0
0.37,-161.089,-40.8607,0,0,0.0,0.0
0.371,-161.089,-40.8607,0,0,0.0,0.0
0.372,-161.089,-40.8607,0,0,0.0,0.0
0.373,-161.089,-40.8607,0,0,0.0,0.0
0.374,-161.089,-40.8607,0,0,0.0,0.0
0.375,-161.089,-40.8607,0,0,0.0,0.0
0.376,-161.089,-40.8607,0,0,0.0,0.0
0.377,-161.089,-40.8607,0,0,0.0,0.0
0.378,-161.089,-40.8607,0,0,0.0,0.0
0.379,-161.089,-40.8607,0,0,0.0,0.0
0.38,-161.089,-40.8607,0,0,0.0,0.0
0.381,-161.089,-40.8607,0,0,0.0,0.0
0.382,-161.089,-40.8607,0,0,0.0,0.0
0.383,-161.089,-40.8607,0,0,0.0,0.0
0.384,-161.089,-40.8607,0,0,0.0,0.0
0.385,-161.089,-40.8607,0,0,0.0,0.0
0.386,-161.089,-40.8607,0,0,0.0,0.0
0.387,-161.089,-40.8607,0,0,0.0,0.0
0.388,-161.089,-40.8607,0,0,0.0,0.0
0.389,-161.089,-40.8607,0,0,0.0,0.0
0.39,-161.089,-40.8607,0,0,0.0,0.0
0.391,-161.089,-40.8607,0,0,0.0,0.0
0.392,-161.089,-40.8607,0,0,0.0,0.0
0.393,-161.089,-40.8607,0,0,0.0,0.0
0.394,-161.089,-40.8607,0,0,0.0,0.0
0.395,-161.089,-40.8607,0,0,0.0,0.0
0.396,-161.089,-40.8607,0,0,0.0,0.0
0.397,-161.089,-40.8607,0,0,0.0,0.0
0.398,-161.089,-40.8607,0,0,0.0,0.0
0.399,-161.089,-40.8607,0,0,0.0,0.0
0.4,-161.253,-41.0248,0,0,0.0,0.0
0.401,-161.253,-41.0248,0,0,0.0,0.0
0.402,-161.253,-41.0248,0,0,0.0,0.0
0.403,-161.253,-41.0248,0,0,0.0,0.0
0.404,-161.253,-41.0248,0,0,0.0,0.0
0.405,-161.253,-41.0248,0,0,0.0,0.0
0.406,-161.253,-41.0248,0,0,0.0,0.0
0.407,-161.253,-41.0248,0,0,0.0,0.0
0.408,-161.253,-41.0248,0,0,0.0,0.0
0.409,-161.253,-41.0248,0,0,0.0,0.0
0.41,-161.253,-41.0248,0,0,0.0,0.0
0.411,-161.253,-41.0248,0,0,0.0,0.0
0.412,-161.253,-41.0248,0,0,0.0,0.0
0.413,-161.253,-41.0248,0,0,0.0,0.0
0.414,-161.253,-41.0248,0,0,0.0,0.0
0.415,-161.253,-41.0248,0,0,0.0,0.0
0.416,-161.253,-41.0248,0,0,0.0,0.0
0.417,-161.253,-41.0248,0,0,0.0,0.0
0.418,-161.253,-41.0248,0,0,0.0,0.0
0.419,-161.253,-41.0248,0,0,0.0,0.0
0.42,-161.253,-41.0248,0,0,0.0,0.0
0.421,-161.253,-41.0248,0,0,0.0,0.0
0.422,-161.253,-41.0248,0,0,0.0,0.0
0.423,-161.253,-41.0248,0,0,0.0,0.0
0.424,-161.253,-41.0248,0,0,0.0,0.0
0.425,-161.253,-41.0248,0,0,0.0,0.0
0.426,-161.253,-41.0248,0,0,9898.31,0.000118
0.427,-161.253,-41.0248,0,0,9898.31,0.000118
0.428,-161.253,-41.0248,0,0,9898.31,0.000118
0.429,-161.253,-41.0248,0,0,9898.31,0.000118
0.43,-161.253,-41.0248,0,0,9898.31,0.000118
0.431,-161.253,-41.0248,0,0,9898.31,0.000118
0.432,-161.253,-41.0248,0,0,9898.31,0.000118
0.433,-161.253,-41.0248,0,0,9898.31,0.000118
0.434,-161.253,-41.0248,0,0,9898.31,0.000118
0.435,-161.253,-41.0248,0,0,9898.31,0.000118
0.436,-161.253,-41.0248,0,0,9898.31,0.000118
0.437,-161.253,-41.0248,0,0,9898.31,0.000118
0.438,-161.253,-41.0248,0,0,9898.31,0.000118
0.439,-161.253,-41.0248,0,0,9898.31,0.000118
0.44,-161.253,-41.0248,0,0,9898.31,0.000118
0.441,-161.253,-41.0248,0,0,9898.31,0.000118
0.442,-161.253,-41.0248,0,0,9898.31,0.000118
0.443,-161.253,-41.0248,0,0,9898.31,0.000118
0.444,-161.253,-41.0248,0,0,9898.31,0.000118
0.445,-161.253,-41.0248,0,0,9898.31,0.000118
0.446,-161.253,-41.0248,0,0,9898.31,0.000118
0.447,-161.253,-41.0248,0,0,9898.31,0.000118
0.448,-161.253,-41.0248,0,0,9898.31,0.000118
0.449,-161.253,-41.0248,0,0,9898.31,0.000118
0.45,-161.253,-41.0248,0,0,9898.31,0.000118
0.451,-161.253,-41.0248,0,0,9898.31,0.000118
0.452,-161.253,-41.0248,0,0,9898.31,0.000118
0.453,-161.253,-41.0248,0,0,9898.31,0.000118
0.454,-161.253,-41.0248,0,0,9898.31,0.000118
0.455,-161.253,-41.0248,0,0,9898.31,0.000118
0.456,-161.253,-41.0248,0,0,9898.31,0.000118
0.457,-161.253,-41.0248,0,0,9898.31,0.000118
0.458,-161.253,-41.0248,0,0,9898.31,0.000118
0.459,-161.253,-41.0248,0,0,9898.31,0.000118
0.46,-161.253,-41.0248,0,0,9898.31,0.000118
0.461,-161.253,-41.0248,0,0,9898.31,0.000118
0.462,-161.253,-41.0248,0,0,9898.31,0.000118
0.463,-161.253,-41.0248,0,0,9898.31,0.000118
0.464,-161.253,-41.0248,0,0,9898.31,0.000118
0.465,-161.253,-41.0248,0,0,9898.31,0.000118
0.466,-161.253,-41.0248,0,0,9898.31,0.000118
0.467,-161.253,-41.0248,0,0,9898.31,0.000118
0.468,-161.253,-41.0248,0,0,9898.31,0.000118
0.469,-161.253,-41.0248,0,0,9898.31,0.000118
0.47,-161.253,-41.0248,0,0,9898.31,0.000118
0.471,-161.253,-41.0248,0,0,9898.31,0.000118
0.472,-161.253,-41.0248,0,0,9898.31,0.000118
0.473,-161.253,-41.0248,0,0,9898.31,0.000118
0.474,-161.253,-41.0248,0,0,9898.31,0.000118
0.475,-161.253,-41.0248,0,0,9898.31,0.000118
0.476,-161.253,-41.0248,0,0,9898.31,0.000118
0.477,-161.253,-41.0248,0,0,9898.31,0.000118
0.478,-161.253,-41.0248,0,0,9898.31,0.000118
0.479,-161.253,-41.0248,0,0,9898.31,0.000118
0.48,-161.253,-41.0248,0,0,9898.31,0.000118
0.481,-161.253,-41.0248,0,0,9898.31,0.000118
0.482,-161.253,-41.0248,0,0,9898.31,0.000118
0.483,-161.253,-41.0248,0,0,9898.31,0.000118
0.484,-161.253,-41.0248,0,0,9898.31,0.000118
0.485,-161.253,-41.0248,0,0,9898.31,0.000118
0.486,-161.253,-41.0248,0,0,9898.31,0.000118
0.487,-161.253,-41.0248,0,0,9898.31,0.000118
0.488,-161.253,-41.0248,0,0,9898.31,0.000118
0.489,-161.253,-41.0248,0,0,9898.31,0.000118
0.49,-161.253,-41.0248,0,0,9898.31,0.000118
0.491,-161.253,-41.0248,0,0,9898.31,0.000118
0.492,-161.253,-41.0248,0,0,9898.31,0.000118
0.493,-161.253,-41.0248,0,0,9898.31,0.000118
0.494,-161.253,-41.0248,0,0,9898.31,0.000118
0.495,-161.253,-41.0248,0,0,9898.31,0.000118
0.496,-161.253,-41.0248,0,0,9898.31,0.000118
0.497,-161.253,-41.0248,0,0,9898.31,0.000118
0.498,-161.253,-41.0248,0,0,9898.31,0.000118
0.499,-161.253,-41.0248,0,0,9898.31,0.000118
0.5,-161.253,-41.0248,0,0,9898.31,0.000118
0.501,-161.253,-41.0248,0,0,9898.31,0.000118
0.502,-161.253,-41.0248,0,0,9898.31,0.000118
0.503,-161.253,-41.0248,0,0,9898.31,0.000118
0.504,-161.253,-41.0248,0,0,9898.31,0.000118
0.505,-161.253,-41.0248,0,0,9898.31,0.000118
0.506,-161.253,-41.0248,0,0,9898.31,0.000118
0.507,-161.253,-41.0248,0,0,9898.31,0.000118
0.508,-161.253,-41.0248,0,0,9898.31,0.000118
0.509,-161.253,-41.0248,0,0,9898.31,0.000118
0.51,-161.253,-41.0248,0,0,9898.31,0.000118
0.511,-161.253,-41.0248,0,0,9898.31,0.000118
0.512,-161.253,-41.0248,0,0,9898.31,0.000118
0.513,-161.253,-41.0248,0,0,9898.31,0.000118
0.514,-161.253,-41.0248,0,0,9898.31,0.000118
0.515,-161.253,-41.0248,0,0,9898.31,0.000118
0.516,-161.253,-41.0248,0,0,9898.31,0.000118
0.517,-161.253,-41.0248,0,0,9898.31,0.000118
0.518,-161.253,-41.0248,0,0,9898.31,0.000118
0.519,-161.253,-41.0248,0,0,9898.31,0.000118
0.52,-161.253,-41.0248,0,0,9898.31,0.000118
0.521,-161.253,-41.0248,0,0,9898.31,0.000118
0.522,-161.253,-41.0248,0,0,9898.31,0.000118
0.523,-161.253,-41.0248,0,0,9898.31,0.000118
0.524,-161.253,-41.0248,0,0,9898.31,0.000118
0.525,-161.253,-41.0248,0,0,9898.31,0.000118
0.526,-161.253,-41.0248,0,0,9898.31,0.000118
0.527,-161.253,-41.0248,0,0,9898.31,0.000118
0.528,-161.253,-41.0248,0,0,9898.31,0.000118
0.529,-161.253,-41.0248,0,0,9898.31,0.000118
0.53,-161.253,-41.0248,0,0,9898.31,0.000118
